type,geometry.type,geometry.coordinates,properties.id_station,properties.denominazione,properties.rete,properties.interesse_rete,properties.tipologia_di_stazione,properties.tipologia_di_area,properties.comune,properties.provincia,properties.paese,properties.paese_esteso,properties.inquinante_misurato,properties.valore_inquinante_misurato,properties.limite,properties.superamenti,properties.unita_misura,properties.indice_qualita,properties.data_di_misurazione,properties.responsabile_dato,properties.punto_di_contatto,properties.sorgente,properties.version,properties.marker-color,properties.name
Feature,Point,"[16.30394, 41.233276]",63,Andria - Vaccina,RRQA,PUBBLICO,Traffico,Urbana,Andria,BAT,IT,Italy,C6H6,0.4,5.0,0,µg/m³,8.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Andria - Vaccina
Feature,Point,"[16.30394, 41.233276]",63,Andria - Vaccina,RRQA,PUBBLICO,Traffico,Urbana,Andria,BAT,IT,Italy,CO,0.3,10.0,0,mg/m³,3.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Andria - Vaccina
Feature,Point,"[16.30394, 41.233276]",63,Andria - Vaccina,RRQA,PUBBLICO,Traffico,Urbana,Andria,BAT,IT,Italy,NO2,,200.0,0,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Andria - Vaccina
Feature,Point,"[16.30394, 41.233276]",63,Andria - Vaccina,RRQA,PUBBLICO,Traffico,Urbana,Andria,BAT,IT,Italy,PM10,19.0,50.0,6,µg/m³,38.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Andria - Vaccina
Feature,Point,"[16.30394, 41.233276]",63,Andria - Vaccina,RRQA,PUBBLICO,Traffico,Urbana,Andria,BAT,IT,Italy,PM2.5,8.0,25.0,6,µg/m³,32.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Andria - Vaccina
Feature,Point,"[16.286112, 41.316666]",71,Barletta - Casardi,RRQA,PUBBLICO,Fondo,Urbana,Barletta,BAT,IT,Italy,C6H6,0.2,5.0,0,µg/m³,4.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Barletta - Casardi
Feature,Point,"[16.286112, 41.316666]",71,Barletta - Casardi,RRQA,PUBBLICO,Fondo,Urbana,Barletta,BAT,IT,Italy,NO2,26.0,200.0,0,µg/m³,13.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Barletta - Casardi
Feature,Point,"[16.286112, 41.316666]",71,Barletta - Casardi,RRQA,PUBBLICO,Fondo,Urbana,Barletta,BAT,IT,Italy,O3,90.0,180.0,0,µg/m³,50.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Barletta - Casardi
Feature,Point,"[16.286112, 41.316666]",71,Barletta - Casardi,RRQA,PUBBLICO,Fondo,Urbana,Barletta,BAT,IT,Italy,PM10,13.0,50.0,6,µg/m³,26.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Barletta - Casardi
Feature,Point,"[16.286112, 41.316666]",71,Barletta - Casardi,RRQA,PUBBLICO,Fondo,Urbana,Barletta,BAT,IT,Italy,PM2.5,5.0,25.0,4,µg/m³,20.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Barletta - Casardi
Feature,Point,"[16.293055, 41.318333]",109,Barletta - Mezzo Mobile Via Trani,RRQA,PRIVATO,Industriale,Suburbana,Barletta,BAT,IT,Italy,CO,0.3,10.0,0,mg/m³,3.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Barletta - Mezzo Mobile Via Trani
Feature,Point,"[16.293055, 41.318333]",109,Barletta - Mezzo Mobile Via Trani,RRQA,PRIVATO,Industriale,Suburbana,Barletta,BAT,IT,Italy,H2S,1.0,,0,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Barletta - Mezzo Mobile Via Trani
Feature,Point,"[16.293055, 41.318333]",109,Barletta - Mezzo Mobile Via Trani,RRQA,PRIVATO,Industriale,Suburbana,Barletta,BAT,IT,Italy,NO2,28.0,200.0,0,µg/m³,14.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Barletta - Mezzo Mobile Via Trani
Feature,Point,"[16.293055, 41.318333]",109,Barletta - Mezzo Mobile Via Trani,RRQA,PRIVATO,Industriale,Suburbana,Barletta,BAT,IT,Italy,O3,96.0,180.0,0,µg/m³,53.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Barletta - Mezzo Mobile Via Trani
Feature,Point,"[16.293055, 41.318333]",109,Barletta - Mezzo Mobile Via Trani,RRQA,PRIVATO,Industriale,Suburbana,Barletta,BAT,IT,Italy,PM10,15.0,50.0,4,µg/m³,30.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Barletta - Mezzo Mobile Via Trani
Feature,Point,"[16.293055, 41.318333]",109,Barletta - Mezzo Mobile Via Trani,RRQA,PRIVATO,Industriale,Suburbana,Barletta,BAT,IT,Italy,PM2.5,7.0,25.0,5,µg/m³,28.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Barletta - Mezzo Mobile Via Trani
Feature,Point,"[16.293055, 41.318333]",109,Barletta - Mezzo Mobile Via Trani,RRQA,PRIVATO,Industriale,Suburbana,Barletta,BAT,IT,Italy,SO2,13.3,350.0,0,µg/m³,4.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Barletta - Mezzo Mobile Via Trani
Feature,Point,"[17.921778, 40.630917]",78,Brindisi - Cappuccini,RRQA,PUBBLICO,Traffico,Urbana,Brindisi,Brindisi,IT,Italy,CO,0.1,10.0,0,mg/m³,1.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Cappuccini
Feature,Point,"[17.921778, 40.630917]",78,Brindisi - Cappuccini,RRQA,PUBBLICO,Traffico,Urbana,Brindisi,Brindisi,IT,Italy,NO2,34.0,200.0,0,µg/m³,17.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Cappuccini
Feature,Point,"[17.921778, 40.630917]",78,Brindisi - Cappuccini,RRQA,PUBBLICO,Traffico,Urbana,Brindisi,Brindisi,IT,Italy,PM10,18.0,50.0,6,µg/m³,36.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Brindisi - Cappuccini
Feature,Point,"[17.921778, 40.630917]",78,Brindisi - Cappuccini,RRQA,PUBBLICO,Traffico,Urbana,Brindisi,Brindisi,IT,Italy,SO2,1.6,350.0,0,µg/m³,0.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Cappuccini
Feature,Point,"[17.94257, 40.65008]",35,Brindisi - Casale,RRQA,PUBBLICO,Fondo,Urbana,Brindisi,Brindisi,IT,Italy,NO2,22.0,200.0,0,µg/m³,11.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Casale
Feature,Point,"[17.94257, 40.65008]",35,Brindisi - Casale,RRQA,PUBBLICO,Fondo,Urbana,Brindisi,Brindisi,IT,Italy,O3,108.0,180.0,0,µg/m³,60.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Brindisi - Casale
Feature,Point,"[17.94257, 40.65008]",35,Brindisi - Casale,RRQA,PUBBLICO,Fondo,Urbana,Brindisi,Brindisi,IT,Italy,PM10,13.0,50.0,5,µg/m³,26.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Casale
Feature,Point,"[17.94257, 40.65008]",35,Brindisi - Casale,RRQA,PUBBLICO,Fondo,Urbana,Brindisi,Brindisi,IT,Italy,PM2.5,7.0,25.0,7,µg/m³,28.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Casale
Feature,Point,"[17.954779, 40.63136]",77,Brindisi - Perrino,RRQA,PUBBLICO,Fondo,Suburbana,Brindisi,Brindisi,IT,Italy,CO,0.1,10.0,0,mg/m³,1.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Perrino
Feature,Point,"[17.954779, 40.63136]",77,Brindisi - Perrino,RRQA,PUBBLICO,Fondo,Suburbana,Brindisi,Brindisi,IT,Italy,NO2,,200.0,0,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Brindisi - Perrino
Feature,Point,"[17.954779, 40.63136]",77,Brindisi - Perrino,RRQA,PUBBLICO,Fondo,Suburbana,Brindisi,Brindisi,IT,Italy,PM10,13.0,50.0,5,µg/m³,26.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Perrino
Feature,Point,"[17.954779, 40.63136]",77,Brindisi - Perrino,RRQA,PUBBLICO,Fondo,Suburbana,Brindisi,Brindisi,IT,Italy,SO2,1.1,350.0,0,µg/m³,0.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Perrino
Feature,Point,"[17.97504, 40.624737]",36,Brindisi - SISRI,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,C6H6,0.3,5.0,0,µg/m³,6.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - SISRI
Feature,Point,"[17.97504, 40.624737]",36,Brindisi - SISRI,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,CO,0.3,10.0,0,mg/m³,3.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - SISRI
Feature,Point,"[17.97504, 40.624737]",36,Brindisi - SISRI,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,IPA,2.0,,0,ng/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Brindisi - SISRI
Feature,Point,"[17.97504, 40.624737]",36,Brindisi - SISRI,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,NO2,31.0,200.0,0,µg/m³,16.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - SISRI
Feature,Point,"[17.97504, 40.624737]",36,Brindisi - SISRI,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,PM10,13.0,50.0,5,µg/m³,26.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - SISRI
Feature,Point,"[17.97504, 40.624737]",36,Brindisi - SISRI,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,SO2,3.5,350.0,0,µg/m³,1.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - SISRI
Feature,Point,"[17.961687, 40.64743]",67,Brindisi - Terminal Passeggeri,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,C6H6,0.2,5.0,0,µg/m³,4.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Terminal Passeggeri
Feature,Point,"[17.961687, 40.64743]",67,Brindisi - Terminal Passeggeri,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,CO,0.2,10.0,0,mg/m³,2.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Terminal Passeggeri
Feature,Point,"[17.961687, 40.64743]",67,Brindisi - Terminal Passeggeri,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,NO2,34.0,200.0,0,µg/m³,17.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Terminal Passeggeri
Feature,Point,"[17.961687, 40.64743]",67,Brindisi - Terminal Passeggeri,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,O3,104.0,180.0,0,µg/m³,58.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Brindisi - Terminal Passeggeri
Feature,Point,"[17.961687, 40.64743]",67,Brindisi - Terminal Passeggeri,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,PM10,14.0,50.0,5,µg/m³,28.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Terminal Passeggeri
Feature,Point,"[17.961687, 40.64743]",67,Brindisi - Terminal Passeggeri,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,PM2.5,6.0,25.0,4,µg/m³,24.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Terminal Passeggeri
Feature,Point,"[17.961687, 40.64743]",67,Brindisi - Terminal Passeggeri,RRQA,PUBBLICO,Industriale,Suburbana,Brindisi,Brindisi,IT,Italy,SO2,4.0,350.0,0,µg/m³,1.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Terminal Passeggeri
Feature,Point,"[17.938152, 40.63875]",33,Brindisi - Via dei Mille,RRQA,PUBBLICO,Traffico,Urbana,Brindisi,Brindisi,IT,Italy,C6H6,0.3,5.0,0,µg/m³,6.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Via dei Mille
Feature,Point,"[17.938152, 40.63875]",33,Brindisi - Via dei Mille,RRQA,PUBBLICO,Traffico,Urbana,Brindisi,Brindisi,IT,Italy,NO2,58.0,200.0,0,µg/m³,29.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Via dei Mille
Feature,Point,"[17.938152, 40.63875]",33,Brindisi - Via dei Mille,RRQA,PUBBLICO,Traffico,Urbana,Brindisi,Brindisi,IT,Italy,PM10,14.0,50.0,3,µg/m³,28.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Via dei Mille
Feature,Point,"[17.947777, 40.634167]",24,Brindisi - Via Taranto,RRQA,PUBBLICO,Traffico,Urbana,Brindisi,Brindisi,IT,Italy,C6H6,0.3,5.0,0,µg/m³,6.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Via Taranto
Feature,Point,"[17.947777, 40.634167]",24,Brindisi - Via Taranto,RRQA,PUBBLICO,Traffico,Urbana,Brindisi,Brindisi,IT,Italy,CO,0.3,10.0,0,mg/m³,3.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Via Taranto
Feature,Point,"[17.947777, 40.634167]",24,Brindisi - Via Taranto,RRQA,PUBBLICO,Traffico,Urbana,Brindisi,Brindisi,IT,Italy,NO2,23.0,200.0,0,µg/m³,12.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Via Taranto
Feature,Point,"[17.947777, 40.634167]",24,Brindisi - Via Taranto,RRQA,PUBBLICO,Traffico,Urbana,Brindisi,Brindisi,IT,Italy,PM10,15.0,50.0,2,µg/m³,30.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Via Taranto
Feature,Point,"[17.947777, 40.634167]",24,Brindisi - Via Taranto,RRQA,PUBBLICO,Traffico,Urbana,Brindisi,Brindisi,IT,Italy,PM2.5,6.0,25.0,5,µg/m³,24.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Brindisi - Via Taranto
Feature,Point,"[17.5125, 40.649166]",96,Ceglie Messapica,RRQA,PUBBLICO,Fondo,Suburbana,Ceglie Messapica,Brindisi,IT,Italy,C6H6,0.1,5.0,0,µg/m³,2.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Ceglie Messapica
Feature,Point,"[17.5125, 40.649166]",96,Ceglie Messapica,RRQA,PUBBLICO,Fondo,Suburbana,Ceglie Messapica,Brindisi,IT,Italy,CO,0.3,10.0,0,mg/m³,3.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Ceglie Messapica
Feature,Point,"[17.5125, 40.649166]",96,Ceglie Messapica,RRQA,PUBBLICO,Fondo,Suburbana,Ceglie Messapica,Brindisi,IT,Italy,NO2,22.0,200.0,0,µg/m³,11.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Ceglie Messapica
Feature,Point,"[17.5125, 40.649166]",96,Ceglie Messapica,RRQA,PUBBLICO,Fondo,Suburbana,Ceglie Messapica,Brindisi,IT,Italy,PM10,14.0,50.0,6,µg/m³,28.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Ceglie Messapica
Feature,Point,"[17.5125, 40.649166]",96,Ceglie Messapica,RRQA,PUBBLICO,Fondo,Suburbana,Ceglie Messapica,Brindisi,IT,Italy,PM2.5,8.0,25.0,6,µg/m³,32.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Ceglie Messapica
Feature,Point,"[17.5125, 40.649166]",96,Ceglie Messapica,RRQA,PUBBLICO,Fondo,Suburbana,Ceglie Messapica,Brindisi,IT,Italy,SO2,3.9,350.0,0,µg/m³,1.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Ceglie Messapica
Feature,Point,"[17.415833, 40.74278]",108,Cisternino,RRQA,PUBBLICO,Fondo,Rurale,Cisternino,Brindisi,IT,Italy,NO2,15.0,200.0,0,µg/m³,8.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Cisternino
Feature,Point,"[17.415833, 40.74278]",108,Cisternino,RRQA,PUBBLICO,Fondo,Rurale,Cisternino,Brindisi,IT,Italy,O3,108.0,180.0,0,µg/m³,60.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Cisternino
Feature,Point,"[17.415833, 40.74278]",108,Cisternino,RRQA,PUBBLICO,Fondo,Rurale,Cisternino,Brindisi,IT,Italy,PM10,9.0,50.0,3,µg/m³,18.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Cisternino
Feature,Point,"[17.415833, 40.74278]",108,Cisternino,RRQA,PUBBLICO,Fondo,Rurale,Cisternino,Brindisi,IT,Italy,SO2,0.8,350.0,0,µg/m³,0.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Cisternino
