type,geometry.type,geometry.coordinates,properties.id_station,properties.denominazione,properties.rete,properties.interesse_rete,properties.tipologia_di_stazione,properties.tipologia_di_area,properties.comune,properties.provincia,properties.paese,properties.paese_esteso,properties.inquinante_misurato,properties.valore_inquinante_misurato,properties.limite,properties.superamenti,properties.unita_misura,properties.indice_qualita,properties.data_di_misurazione,properties.responsabile_dato,properties.punto_di_contatto,properties.sorgente,properties.version,properties.marker-color,properties.name
Feature,Point,"[17.588331, 40.529163]",72,Francavilla Fontana,RRQA,PUBBLICO,Traffico,Suburbana,Francavilla Fontana,Brindisi,IT,Italy,C6H6,,5.0,0,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Francavilla Fontana
Feature,Point,"[17.588331, 40.529163]",72,Francavilla Fontana,RRQA,PUBBLICO,Traffico,Suburbana,Francavilla Fontana,Brindisi,IT,Italy,NO2,24.0,200.0,0,µg/m³,12.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Francavilla Fontana
Feature,Point,"[17.588331, 40.529163]",72,Francavilla Fontana,RRQA,PUBBLICO,Traffico,Suburbana,Francavilla Fontana,Brindisi,IT,Italy,PM10,14.0,50.0,16,µg/m³,28.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Francavilla Fontana
Feature,Point,"[17.807999, 40.565994]",23,Mesagne - Via Udine,RRQA,PUBBLICO,Fondo,Suburbana,Mesagne,Brindisi,IT,Italy,NO2,20.0,200.0,0,µg/m³,10.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Mesagne - Via Udine
Feature,Point,"[17.807999, 40.565994]",23,Mesagne - Via Udine,RRQA,PUBBLICO,Fondo,Suburbana,Mesagne,Brindisi,IT,Italy,PM10,19.0,50.0,7,µg/m³,38.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Mesagne - Via Udine
Feature,Point,"[17.845999, 40.422993]",25,San Pancrazio,RRQA,PUBBLICO,Fondo,Suburbana,San Pancrazio Salentino,Brindisi,IT,Italy,NO2,9.0,200.0,0,µg/m³,5.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,San Pancrazio
Feature,Point,"[17.845999, 40.422993]",25,San Pancrazio,RRQA,PUBBLICO,Fondo,Suburbana,San Pancrazio Salentino,Brindisi,IT,Italy,PM10,14.0,50.0,14,µg/m³,28.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,San Pancrazio
Feature,Point,"[18.005995, 40.485996]",26,San Pietro Vernotico,RRQA,PUBBLICO,Industriale,Suburbana,San Pietro Vernotico,Brindisi,IT,Italy,NO2,13.0,200.0,0,µg/m³,7.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,San Pietro Vernotico
Feature,Point,"[18.005995, 40.485996]",26,San Pietro Vernotico,RRQA,PUBBLICO,Industriale,Suburbana,San Pietro Vernotico,Brindisi,IT,Italy,PM10,12.0,50.0,6,µg/m³,24.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,San Pietro Vernotico
Feature,Point,"[18.053991, 40.488]",27,Torchiarolo - Don Minzoni,RRQA,PUBBLICO,Industriale,Suburbana,Torchiarolo,Brindisi,IT,Italy,C6H6,0.3,5.0,0,µg/m³,6.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Torchiarolo - Don Minzoni
Feature,Point,"[18.053991, 40.488]",27,Torchiarolo - Don Minzoni,RRQA,PUBBLICO,Industriale,Suburbana,Torchiarolo,Brindisi,IT,Italy,CO,0.7,10.0,0,mg/m³,7.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Torchiarolo - Don Minzoni
Feature,Point,"[18.053991, 40.488]",27,Torchiarolo - Don Minzoni,RRQA,PUBBLICO,Industriale,Suburbana,Torchiarolo,Brindisi,IT,Italy,IPA,3.0,,0,ng/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Torchiarolo - Don Minzoni
Feature,Point,"[18.053991, 40.488]",27,Torchiarolo - Don Minzoni,RRQA,PUBBLICO,Industriale,Suburbana,Torchiarolo,Brindisi,IT,Italy,NO2,13.0,200.0,0,µg/m³,7.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Torchiarolo - Don Minzoni
Feature,Point,"[18.053991, 40.488]",27,Torchiarolo - Don Minzoni,RRQA,PUBBLICO,Industriale,Suburbana,Torchiarolo,Brindisi,IT,Italy,PM10,15.0,50.0,15,µg/m³,30.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Torchiarolo - Don Minzoni
Feature,Point,"[18.053991, 40.488]",27,Torchiarolo - Don Minzoni,RRQA,PUBBLICO,Industriale,Suburbana,Torchiarolo,Brindisi,IT,Italy,PM2.5,9.0,25.0,31,µg/m³,36.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Torchiarolo - Don Minzoni
Feature,Point,"[18.053991, 40.488]",27,Torchiarolo - Don Minzoni,RRQA,PUBBLICO,Industriale,Suburbana,Torchiarolo,Brindisi,IT,Italy,SO2,2.7,350.0,0,µg/m³,1.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Torchiarolo - Don Minzoni
Feature,Point,"[18.047226, 40.48945]",93,Torchiarolo - Fanin     ,RRQA,PUBBLICO,Industriale,Suburbana,Torchiarolo,Brindisi,IT,Italy,NO2,28.0,200.0,0,µg/m³,14.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Torchiarolo - Fanin     
Feature,Point,"[18.047226, 40.48945]",93,Torchiarolo - Fanin     ,RRQA,PUBBLICO,Industriale,Suburbana,Torchiarolo,Brindisi,IT,Italy,PM10,15.0,50.0,6,µg/m³,30.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Torchiarolo - Fanin     
Feature,Point,"[18.047226, 40.48945]",93,Torchiarolo - Fanin     ,RRQA,PUBBLICO,Industriale,Suburbana,Torchiarolo,Brindisi,IT,Italy,PM2.5,6.0,25.0,8,µg/m³,24.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Torchiarolo - Fanin     
Feature,Point,"[18.047226, 40.48945]",93,Torchiarolo - Fanin     ,RRQA,PUBBLICO,Industriale,Suburbana,Torchiarolo,Brindisi,IT,Italy,SO2,4.4,350.0,0,µg/m³,1.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Torchiarolo - Fanin     
Feature,Point,"[18.07888, 40.5175]",94,Torchiarolo-Lendinuso,RRQA,PUBBLICO,Industriale,Rurale,Torchiarolo,Brindisi,IT,Italy,NO2,,200.0,0,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Torchiarolo-Lendinuso
Feature,Point,"[18.07888, 40.5175]",94,Torchiarolo-Lendinuso,RRQA,PUBBLICO,Industriale,Rurale,Torchiarolo,Brindisi,IT,Italy,PM10,14.0,50.0,5,µg/m³,28.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Torchiarolo-Lendinuso
Feature,Point,"[18.07888, 40.5175]",94,Torchiarolo-Lendinuso,RRQA,PUBBLICO,Industriale,Rurale,Torchiarolo,Brindisi,IT,Italy,SO2,,350.0,0,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Torchiarolo-Lendinuso
Feature,Point,"[15.523055, 41.173054]",111,Candela - Ex Comes,RRQA,PRIVATO,Fondo,Rurale,Candela,Foggia,IT,Italy,CO,0.1,10.0,0,mg/m³,1.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Candela - Ex Comes
Feature,Point,"[15.523055, 41.173054]",111,Candela - Ex Comes,RRQA,PRIVATO,Fondo,Rurale,Candela,Foggia,IT,Italy,NO2,11.0,200.0,0,µg/m³,6.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Candela - Ex Comes
Feature,Point,"[15.523055, 41.173054]",111,Candela - Ex Comes,RRQA,PRIVATO,Fondo,Rurale,Candela,Foggia,IT,Italy,O3,106.0,180.0,0,µg/m³,59.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Candela - Ex Comes
Feature,Point,"[15.523055, 41.173054]",111,Candela - Ex Comes,RRQA,PRIVATO,Fondo,Rurale,Candela,Foggia,IT,Italy,PM10,8.0,50.0,4,µg/m³,16.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Candela - Ex Comes
Feature,Point,"[15.519444, 41.133057]",110,Candela - Scuola,RRQA,PRIVATO,Fondo,Suburbana,Candela,Foggia,IT,Italy,C6H6,,5.0,0,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Candela - Scuola
Feature,Point,"[15.519444, 41.133057]",110,Candela - Scuola,RRQA,PRIVATO,Fondo,Suburbana,Candela,Foggia,IT,Italy,CO,0.7,10.0,0,mg/m³,7.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Candela - Scuola
Feature,Point,"[15.519444, 41.133057]",110,Candela - Scuola,RRQA,PRIVATO,Fondo,Suburbana,Candela,Foggia,IT,Italy,NO2,5.0,200.0,0,µg/m³,3.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Candela - Scuola
Feature,Point,"[15.519444, 41.133057]",110,Candela - Scuola,RRQA,PRIVATO,Fondo,Suburbana,Candela,Foggia,IT,Italy,O3,110.0,180.0,0,µg/m³,61.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Candela - Scuola
Feature,Point,"[15.519444, 41.133057]",110,Candela - Scuola,RRQA,PRIVATO,Fondo,Suburbana,Candela,Foggia,IT,Italy,PM10,13.0,50.0,5,µg/m³,26.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Candela - Scuola
Feature,Point,"[15.519444, 41.133057]",110,Candela - Scuola,RRQA,PRIVATO,Fondo,Suburbana,Candela,Foggia,IT,Italy,SO2,3.1,350.0,0,µg/m³,1.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Candela - Scuola
Feature,Point,"[15.548611, 41.455555]",76,Foggia - Rosati,RRQA,PUBBLICO,Fondo,Urbana,Foggia,Foggia,IT,Italy,C6H6,0.4,5.0,0,µg/m³,8.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Foggia - Rosati
Feature,Point,"[15.548611, 41.455555]",76,Foggia - Rosati,RRQA,PUBBLICO,Fondo,Urbana,Foggia,Foggia,IT,Italy,CO,0.6,10.0,0,mg/m³,6.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Foggia - Rosati
Feature,Point,"[15.548611, 41.455555]",76,Foggia - Rosati,RRQA,PUBBLICO,Fondo,Urbana,Foggia,Foggia,IT,Italy,NO2,28.0,200.0,0,µg/m³,14.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Foggia - Rosati
Feature,Point,"[15.548611, 41.455555]",76,Foggia - Rosati,RRQA,PUBBLICO,Fondo,Urbana,Foggia,Foggia,IT,Italy,PM10,15.0,50.0,4,µg/m³,30.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Foggia - Rosati
Feature,Point,"[15.548611, 41.455555]",76,Foggia - Rosati,RRQA,PUBBLICO,Fondo,Urbana,Foggia,Foggia,IT,Italy,PM2.5,8.0,25.0,5,µg/m³,32.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Foggia - Rosati
Feature,Point,"[15.909638, 41.629333]",10,Manfredonia - Mandorli,RRQA,PUBBLICO,Traffico,Suburbana,Manfredonia,Foggia,IT,Italy,C6H6,0.4,5.0,0,µg/m³,8.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Manfredonia - Mandorli
Feature,Point,"[15.909638, 41.629333]",10,Manfredonia - Mandorli,RRQA,PUBBLICO,Traffico,Suburbana,Manfredonia,Foggia,IT,Italy,CO,0.6,10.0,0,mg/m³,6.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Manfredonia - Mandorli
Feature,Point,"[15.909638, 41.629333]",10,Manfredonia - Mandorli,RRQA,PUBBLICO,Traffico,Suburbana,Manfredonia,Foggia,IT,Italy,NO2,40.0,200.0,0,µg/m³,20.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Manfredonia - Mandorli
Feature,Point,"[15.909638, 41.629333]",10,Manfredonia - Mandorli,RRQA,PUBBLICO,Traffico,Suburbana,Manfredonia,Foggia,IT,Italy,PM10,25.0,50.0,3,µg/m³,50.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Manfredonia - Mandorli
Feature,Point,"[15.945254, 41.666107]",8,Monte S. Angelo - Ciuffreda,RRQA,PUBBLICO,Fondo,Rurale,Monte Sant Angelo,Foggia,IT,Italy,NO2,13.0,200.0,0,µg/m³,7.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Monte S. Angelo - Ciuffreda
Feature,Point,"[15.945254, 41.666107]",8,Monte S. Angelo - Ciuffreda,RRQA,PUBBLICO,Fondo,Rurale,Monte Sant Angelo,Foggia,IT,Italy,O3,72.0,180.0,0,µg/m³,40.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,Monte S. Angelo - Ciuffreda
Feature,Point,"[15.945254, 41.666107]",8,Monte S. Angelo - Ciuffreda,RRQA,PUBBLICO,Fondo,Rurale,Monte Sant Angelo,Foggia,IT,Italy,PM10,9.0,50.0,2,µg/m³,18.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,Monte S. Angelo - Ciuffreda
Feature,Point,"[15.379722, 41.696945]",112,San Severo  - Municipio,RRQA,PUBBLICO,Fondo,Suburbana,San Severo,Foggia,IT,Italy,CO,0.3,10.0,0,mg/m³,3.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,San Severo  - Municipio
Feature,Point,"[15.379722, 41.696945]",112,San Severo  - Municipio,RRQA,PUBBLICO,Fondo,Suburbana,San Severo,Foggia,IT,Italy,NO2,21.0,200.0,0,µg/m³,11.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,San Severo  - Municipio
Feature,Point,"[15.379722, 41.696945]",112,San Severo  - Municipio,RRQA,PUBBLICO,Fondo,Suburbana,San Severo,Foggia,IT,Italy,O3,89.0,180.0,0,µg/m³,49.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,San Severo  - Municipio
Feature,Point,"[15.379722, 41.696945]",112,San Severo  - Municipio,RRQA,PUBBLICO,Fondo,Suburbana,San Severo,Foggia,IT,Italy,PM10,13.0,50.0,3,µg/m³,26.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,San Severo  - Municipio
Feature,Point,"[15.379722, 41.696945]",112,San Severo  - Municipio,RRQA,PUBBLICO,Fondo,Suburbana,San Severo,Foggia,IT,Italy,PM2.5,5.0,25.0,3,µg/m³,20.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,San Severo  - Municipio
Feature,Point,"[15.440833, 41.546665]",85,San Severo - Azienda Russo,RRQA,PUBBLICO,Fondo,Rurale,San Severo,Foggia,IT,Italy,NO2,7.0,200.0,0,µg/m³,4.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#00ffff,San Severo - Azienda Russo
Feature,Point,"[15.440833, 41.546665]",85,San Severo - Azienda Russo,RRQA,PUBBLICO,Fondo,Rurale,San Severo,Foggia,IT,Italy,O3,85.0,180.0,0,µg/m³,47.0,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#9acc00,San Severo - Azienda Russo
Feature,Point,"[15.440833, 41.546665]",85,San Severo - Azienda Russo,RRQA,PUBBLICO,Fondo,Rurale,San Severo,Foggia,IT,Italy,PM10,,50.0,4,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,San Severo - Azienda Russo
Feature,Point,"[15.440833, 41.546665]",85,San Severo - Azienda Russo,RRQA,PUBBLICO,Fondo,Rurale,San Severo,Foggia,IT,Italy,PM2.5,,25.0,2,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,San Severo - Azienda Russo
Feature,Point,"[17.21763, 40.50205]",100,Cokeria,ADI,PRIVATO,,,Taranto,TA,IT,Italy,BLACK CARB,352.0,,,ng/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Cokeria
Feature,Point,"[17.21763, 40.50205]",100,Cokeria,ADI,PRIVATO,,,Taranto,TA,IT,Italy,C6H6,,5.0,86,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Cokeria
Feature,Point,"[17.21763, 40.50205]",100,Cokeria,ADI,PRIVATO,,,Taranto,TA,IT,Italy,H2S,2.0,,,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Cokeria
Feature,Point,"[17.21763, 40.50205]",100,Cokeria,ADI,PRIVATO,,,Taranto,TA,IT,Italy,IPA,8.0,,,ng/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Cokeria
Feature,Point,"[17.21763, 40.50205]",100,Cokeria,ADI,PRIVATO,,,Taranto,TA,IT,Italy,PM10,35.0,50.0,45,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Cokeria
Feature,Point,"[17.21763, 40.50205]",100,Cokeria,ADI,PRIVATO,,,Taranto,TA,IT,Italy,PM2.5,19.0,25.0,33,µg/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Cokeria
Feature,Point,"[17.20055, 40.50198]",103,Direzione,ADI,PRIVATO,,,Taranto,TA,IT,Italy,BLACK CARB,359.0,,,ng/m³,,2024-05-23,Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,Arpa Puglia - Sistemi Informativi,ARPAP,v1.0.0,#ffffff,Direzione
